route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 22:06:00,05h 55m,2024-07-18 04:01:00,4.0,419.0,3
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),2024-07-17 23:00:00,06h 40m,2024-07-18 05:40:00,4.0,319.0,38
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SAAM BUS,Bharat Benz A/C Sleeper (2+1),2024-07-17 20:30:00,07h 30m,2024-07-18 04:00:00,4.1,807.0,8
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Suraj Holidays,NON AC Seater / Sleeper 2+1,2024-07-17 21:00:00,06h 00m,2024-07-18 03:00:00,3.9,650.0,17
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Sam Tourist,NON AC Seater / Sleeper 2+1,2024-07-17 21:00:00,07h 00m,2024-07-18 04:00:00,3.1,599.0,30
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 21:15:00,07h 15m,2024-07-18 04:30:00,3.3,700.0,29
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:30:00,06h 30m,2024-07-18 04:00:00,3.3,550.0,15
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,DA Transports,A/C Sleeper (2+1),2024-07-17 21:50:00,06h 40m,2024-07-18 04:30:00,3.6,739.0,10
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,DA Transports,A/C Sleeper (2+1),2024-07-17 22:00:00,06h 40m,2024-07-18 04:40:00,3.6,693.0,13
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,National travels and logistics,NON A/C Sleeper (2+1),2024-07-17 20:45:00,07h 15m,2024-07-18 04:00:00,2.1,699.0,5
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SKS Tours & Travels,A/C Sleeper (2+1),2024-07-17 21:00:00,07h 00m,2024-07-18 04:00:00,4.0,849.0,17
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,NS Transports,VE A/C Sleeper (2+1),2024-07-17 21:16:00,06h 14m,2024-07-18 03:30:00,4.2,899.0,16
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 21:30:00,07h 15m,2024-07-18 04:45:00,3.6,899.0,23
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 22:00:00,07h 00m,2024-07-18 05:00:00,4.8,850.0,16
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,National travels and logistics,A/C Sleeper (2+1),2024-07-17 21:15:00,06h 30m,2024-07-18 03:45:00,2.1,2290.0,32
Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SRS Travels,A/C Sleeper (2+1),2024-07-17 22:00:00,06h 30m,2024-07-18 04:30:00,2.1,833.0,10
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 564,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 20:12:00,08h 58m,2024-07-18 05:10:00,2.6,586.0,3
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,2024-07-17 20:30:00,10h 05m,2024-07-18 06:35:00,3.0,742.0,9
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1880,Low Floor AC Seater 2+2,2024-07-17 21:30:00,10h 00m,2024-07-18 07:30:00,4.5,723.0,11
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1841,Low Floor AC Seater 2+2,2024-07-17 22:30:00,10h 00m,2024-07-18 08:30:00,3.0,742.0,7
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 279,Super Fast Non AC Seater (2+3),2024-07-17 23:05:00,10h 45m,2024-07-18 09:50:00,2.4,515.0,29
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 1843,Low Floor AC Seater 2+2,2024-07-17 23:30:00,10h 05m,2024-07-18 09:35:00,2.5,723.0,8
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,KSRTC (Kerala) - 505,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:59:00,07h 21m,2024-07-18 07:20:00,2.2,565.0,2
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,NON A/C Semi Sleeper (2+2),2024-07-17 21:00:00,09h 00m,2024-07-18 06:00:00,3.7,600.0,12
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,A/C Seater / Sleeper (2+1),2024-07-17 20:05:00,09h 25m,2024-07-18 05:30:00,3.6,650.0,11
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,BLM Transports,A/C Sleeper (2+1),2024-07-17 22:00:00,09h 00m,2024-07-18 07:00:00,3.7,903.0,5
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,A/C Sleeper (2+1),2024-07-17 22:20:00,08h 10m,2024-07-18 06:30:00,3.4,999.0,1
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:30:00,08h 30m,2024-07-18 08:00:00,4.6,900.0,14
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 22:15:00,07h 30m,2024-07-18 05:45:00,2.6,750.0,19
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 23:15:00,08h 00m,2024-07-18 07:15:00,2.4,1000.0,2
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:05:00,08h 35m,2024-07-18 07:40:00,3.8,849.0,5
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 22:30:00,07h 30m,2024-07-18 06:00:00,3.0,750.0,18
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,EMERALD TRAVELS,A/C Sleeper (2+1),2024-07-17 21:55:00,08h 35m,2024-07-18 06:30:00,2.2,900.0,7
Kozhikode to Thiruvananthapuram,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Balaji Tourist,Volvo Multi-Axle A/C Semisleeper (2+2),2024-07-17 22:00:00,11h 00m,2024-07-18 09:00:00,0.0,1600.0,43
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 1586,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 21:31:00,07h 15m,2024-07-18 04:46:00,3.9,548.0,31
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 22:12:00,07h 49m,2024-07-18 06:01:00,3.5,548.0,22
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,2024-07-17 22:32:00,06h 43m,2024-07-18 05:15:00,4.3,524.0,3
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 574,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:00:00,08h 30m,2024-07-18 07:30:00,3.6,377.0,15
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 583,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:30:00,08h 05m,2024-07-18 07:35:00,3.0,377.0,18
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,2024-07-17 23:41:00,07h 34m,2024-07-18 07:15:00,4.4,524.0,18
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,07h 00m,2024-07-18 05:30:00,4.6,700.0,9
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DLT BUS,A/C Sleeper (2+1),2024-07-17 22:30:00,07h 00m,2024-07-18 05:30:00,4.1,899.0,11
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 22:30:00,07h 45m,2024-07-18 06:15:00,4.7,850.0,12
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 22:00:00,07h 25m,2024-07-18 05:25:00,4.1,800.0,16
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,07h 15m,2024-07-18 05:45:00,3.9,700.0,9
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DLT BUS,A/C Sleeper (2+1),2024-07-17 22:30:00,06h 50m,2024-07-18 05:20:00,4.0,899.0,11
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 22:30:00,07h 45m,2024-07-18 06:15:00,4.3,850.0,12
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DA Transports,A/C Sleeper (2+1),2024-07-17 21:45:00,06h 30m,2024-07-18 04:15:00,3.7,700.0,18
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,P K Travels,A/C Sleeper (2+1),2024-07-17 21:45:00,06h 45m,2024-07-18 04:30:00,3.8,900.0,23
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,A1 Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,08h 00m,2024-07-18 05:00:00,3.0,500.0,21
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 21:00:00,07h 45m,2024-07-18 04:45:00,3.1,899.0,22
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),2024-07-17 21:15:00,07h 10m,2024-07-18 04:25:00,4.2,849.0,19
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bharathi Travels,A/C Sleeper (2+1),2024-07-17 23:45:00,07h 15m,2024-07-18 07:00:00,2.5,890.0,19
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 21:00:00,07h 20m,2024-07-18 04:20:00,2.3,899.0,17
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,NS Transports,NON A/C Sleeper (2+1),2024-07-17 22:30:00,06h 30m,2024-07-18 05:00:00,4.2,699.0,11
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,NS Transports,NON A/C Sleeper (2+1),2024-07-17 22:30:00,06h 31m,2024-07-18 05:01:00,4.2,699.0,11
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),2024-07-17 21:15:00,07h 05m,2024-07-18 04:20:00,3.2,849.0,19
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,08h 15m,2024-07-18 05:15:00,4.0,648.0,27
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,A1 Travels,A/C Seater / Sleeper (2+1),2024-07-17 20:00:00,08h 30m,2024-07-18 04:30:00,3.1,600.0,30
Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Vijay Lines,A/C Seater / Sleeper (2+1),2024-07-17 22:20:00,06h 25m,2024-07-18 04:45:00,1.8,1499.0,31
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,KSRTC (Kerala) - 1921,SWIFT-GARUDA A/C SEATER BUS,2024-07-17 21:46:00,06h 34m,2024-07-18 04:20:00,3.9,688.0,26
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),2024-07-17 22:30:00,05h 55m,2024-07-18 04:25:00,3.8,473.0,13
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),2024-07-17 22:30:00,07h 20m,2024-07-18 05:50:00,3.5,319.0,36
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,KSRTC (Kerala) - 1585,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:36:00,06h 00m,2024-07-18 05:36:00,3.8,419.0,25
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Suraj Holidays,NON AC Seater / Sleeper 2+1,2024-07-17 23:00:00,07h 00m,2024-07-18 06:00:00,3.3,650.0,13
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),2024-07-17 23:50:00,05h 50m,2024-07-18 05:40:00,3.6,849.0,14
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 00:10:00,06h 00m,2024-07-18 06:10:00,4.2,649.0,6
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 00:30:00,06h 00m,2024-07-18 06:30:00,4.2,649.0,3
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),2024-07-17 00:40:00,05h 50m,2024-07-18 06:30:00,3.5,649.0,18
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Sam Tourist,NON AC Seater / Sleeper 2+1,2024-07-17 00:45:00,06h 20m,2024-07-18 07:05:00,4.0,599.0,31
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 23:55:00,05h 35m,2024-07-18 05:30:00,3.6,899.0,16
Mysore to Kozhikode,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,NS Transports,VE A/C Sleeper (2+1),2024-07-17 00:45:00,06h 45m,2024-07-18 07:30:00,4.2,900.0,3
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,KSRTC (Kerala) - 1583,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 21:57:00,07h 24m,2024-07-18 05:21:00,3.6,548.0,1
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,KSRTC (Kerala) - 1584,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:29:00,07h 09m,2024-07-18 06:38:00,3.4,548.0,7
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 23:51:00,06h 50m,2024-07-18 06:41:00,4.2,548.0,3
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 23:45:00,06h 15m,2024-07-18 06:00:00,4.3,700.0,11
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DLT BUS,A/C Sleeper (2+1),2024-07-17 23:45:00,06h 45m,2024-07-18 06:30:00,3.9,899.0,15
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 23:45:00,06h 15m,2024-07-18 06:00:00,4.5,700.0,9
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 23:58:00,07h 17m,2024-07-18 07:15:00,3.8,850.0,16
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,P K Travels,A/C Sleeper (2+1),2024-07-17 23:35:00,06h 55m,2024-07-18 06:30:00,3.9,950.0,10
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 23:30:00,07h 45m,2024-07-18 07:15:00,4.1,850.0,15
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Silver Line Travels,NON A/C Semi Sleeper (2+2),2024-07-17 22:45:00,07h 00m,2024-07-18 05:45:00,4.3,599.0,15
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,A1 Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 23:10:00,07h 20m,2024-07-18 06:30:00,3.7,550.0,14
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DLT BUS,A/C Sleeper (2+1),2024-07-17 23:59:00,06h 31m,2024-07-18 06:30:00,4.7,899.0,15
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 23:50:00,06h 40m,2024-07-18 06:30:00,3.3,899.0,23
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 23:59:00,07h 16m,2024-07-18 07:15:00,3.5,850.0,16
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),2024-07-17 23:45:00,05h 45m,2024-07-18 05:30:00,4.5,849.0,20
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SRS Travels,A/C Sleeper (2+1),2024-07-17 23:25:00,07h 05m,2024-07-18 06:30:00,1.9,900.0,10
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SRS Travels,A/C Sleeper (2+1),2024-07-17 23:40:00,06h 50m,2024-07-18 06:30:00,2.0,833.0,10
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 23:55:00,06h 35m,2024-07-18 06:30:00,2.9,899.0,23
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,NS Transports,NON A/C Sleeper (2+1),2024-07-17 23:36:00,07h 29m,2024-07-18 07:05:00,4.2,699.0,3
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,NS Transports,NON A/C Sleeper (2+1),2024-07-17 23:35:00,07h 30m,2024-07-18 07:05:00,4.2,699.0,3
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,A/C Sleeper (2+1),2024-07-17 23:50:00,06h 55m,2024-07-18 06:45:00,4.3,799.0,10
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,A1 Travels,A/C Seater / Sleeper (2+1),2024-07-17 23:45:00,06h 45m,2024-07-18 06:30:00,3.4,600.0,15
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,A/C Sleeper (2+1),2024-07-17 23:50:00,06h 55m,2024-07-18 06:45:00,4.0,739.0,10
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),2024-07-17 23:45:00,05h 45m,2024-07-18 05:30:00,3.2,849.0,26
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Bharathi Travels,A/C Sleeper (2+1),2024-07-17 22:50:00,06h 45m,2024-07-18 05:35:00,3.0,600.0,22
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,A/C Sleeper (2+1),2024-07-17 00:00:00,07h 45m,2024-07-18 07:45:00,4.2,693.0,8
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Bharathi Travels,A/C Sleeper (2+1),2024-07-17 23:10:00,06h 25m,2024-07-18 05:35:00,1.5,600.0,22
Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DA Transports,A/C Sleeper (2+1),2024-07-17 00:00:00,07h 45m,2024-07-18 07:45:00,3.6,749.0,17
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 564,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 20:12:00,02h 28m,2024-07-17 22:40:00,3.0,216.0,27
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 46,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 20:25:00,02h 35m,2024-07-17 23:00:00,3.0,216.0,14
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 2393,Low Floor AC Seater 2+2,2024-07-17 20:30:00,03h 05m,2024-07-17 23:35:00,3.0,253.0,25
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 2206,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 20:34:00,02h 55m,2024-07-17 23:29:00,3.0,216.0,29
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 424,Super Fast Non AC Seater (2+3),2024-07-17 20:45:00,03h 45m,2024-07-18 00:30:00,3.0,181.0,30
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 827,Super Fast Non AC Seater (2+3),2024-07-17 21:00:00,03h 30m,2024-07-18 00:30:00,3.0,181.0,50
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 815,Super Fast Non AC Seater (2+3),2024-07-17 21:10:00,03h 45m,2024-07-18 00:55:00,3.0,181.0,40
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 531,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 21:15:00,02h 25m,2024-07-17 23:40:00,3.0,216.0,5
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 21:25:00,02h 40m,2024-07-18 00:05:00,3.0,216.0,8
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 1880,Low Floor AC Seater 2+2,2024-07-17 21:30:00,03h 05m,2024-07-18 00:35:00,3.7,253.0,18
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 344,Super Fast Non AC Seater (2+3),2024-07-17 21:45:00,03h 20m,2024-07-18 01:05:00,3.0,181.0,40
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 21:50:00,02h 50m,2024-07-18 00:40:00,3.0,216.0,9
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 560,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 22:10:00,03h 05m,2024-07-18 01:15:00,3.0,216.0,12
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 409,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 22:15:00,02h 30m,2024-07-18 00:45:00,3.0,216.0,5
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 370,AC MULTI AXLE,2024-07-17 22:20:00,03h 00m,2024-07-18 01:20:00,3.0,340.0,27
Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,KSRTC (Kerala) - 666,Super Fast Non AC Seater (2+3),2024-07-17 22:25:00,03h 30m,2024-07-18 01:55:00,3.0,181.0,45
